Date,Description,Reference,Debit,Credit,Balance,Category,TransactionType
2024-09-19,Urgent Care Visit,CHK4000779,,226590.03,275259024.66,Patient Revenue,DEPOSIT
2024-09-20,Lift System Maintenance,WIR4000780,597757.57,,274661267.09,Maintenance,WITHDRAWAL
2024-09-21,Specialty Drug Sales,DEP4000781,,1390663.93,276051931.02,Pharmacy Revenue,DEPOSIT
2024-09-24,Archive Storage Rental,CHK4000782,549032.79,,275502898.23,Rent Expense,WITHDRAWAL
2024-09-25,Emergency Room Charges,DEP4000783,,511380.12,276014278.35,Patient Revenue,DEPOSIT
2024-09-26,State Medicaid Program,INV4000784,,3354441.17,279368719.52,Insurance Revenue,DEPOSIT
2024-10-02,Reimbursement - Humana Plus,ACH4000785,,321210.12,279689929.64,Insurance Revenue,DEPOSIT
2024-10-03,Communications Systems,CHK4000786,178170.89,,279511758.75,Utilities,WITHDRAWAL
2024-10-04,Vaccination Administration,DEP4000787,,638211.33,280149970.08,Patient Revenue,DEPOSIT
2024-10-08,Specialty Drug Sales,REF4000788,,368955.75,280518925.83,Pharmacy Revenue,DEPOSIT
2024-10-09,Campus Security,WIR4000789,523606.89,,279995318.94,Salary Expense,WITHDRAWAL
2024-10-13,Medical Doctor Compensation,BAL4000790,881962.63,,279113356.31,Salary Expense,WITHDRAWAL
2024-10-14,Tax Year Settlement,WIR4000791,643853.30,,278469503.01,Tax Payment,WITHDRAWAL
2024-10-15,Campus Security,REF4000792,1514884.89,,276954618.12,Salary Expense,WITHDRAWAL
2024-10-16,Water Treatment Services,BAL4000793,596583.02,,276358035.10,Utilities,WITHDRAWAL
2024-10-17,Reimbursement - United Healthcare,BAL4000794,,1498857.20,277856892.30,Insurance Revenue,DEPOSIT
2024-10-23,Imaging Equipment Lease,INV4000795,920459.04,,276936433.26,Rent Expense,WITHDRAWAL
2024-10-24,Patient Beds and Mattresses,TXN4000796,792820.53,,276143612.73,Medical Supplies,WITHDRAWAL
2024-10-25,Billing and Coding Staff,ACH4000797,1169407.03,,274974205.70,Salary Expense,WITHDRAWAL
2024-10-28,Sample Management,TXN4000798,282775.90,,274691429.80,Software Expense,WITHDRAWAL
2024-10-29,State Medicaid Program,TXN4000799,,581345.41,275272775.21,Insurance Revenue,DEPOSIT
2024-10-30,Reimbursement - Humana Plus,CHK4000800,,2220718.38,277493493.59,Insurance Revenue,DEPOSIT
2024-11-02,Dental Plan Reimbursement,INV4000801,,1123968.86,278617462.45,Insurance Revenue,DEPOSIT
2024-11-05,Imaging Center Payment,REF4000802,,169275.56,278786738.01,Patient Revenue,DEPOSIT
2024-11-13,Consultation Fee,CHK4000803,,258693.36,279045431.37,Patient Revenue,DEPOSIT
2024-11-16,Plumbing System Service,BAL4000804,280410.47,,278765020.90,Maintenance,WITHDRAWAL
2024-11-19,Medication Compounding,ACH4000805,,418124.89,279183145.79,Pharmacy Revenue,DEPOSIT
2024-11-25,Medicare Part B Claim,DEP4000806,,3168600.58,282351746.37,Insurance Revenue,DEPOSIT
2024-11-27,Nursing Staff Payroll,EFT4000807,1548751.13,,280802995.24,Salary Expense,WITHDRAWAL
2024-11-29,Prescription Filling Revenue,REF4000808,,1067835.20,281870830.44,Pharmacy Revenue,DEPOSIT
2024-12-01,Emergency Room Charges,CHK4000809,,463611.87,282334442.31,Patient Revenue,DEPOSIT
2024-12-03,Reimbursement - Cigna PPO,INV4000810,,2634429.01,284968871.32,Insurance Revenue,DEPOSIT
2024-12-07,Compressed Air Systems,DEP4000811,285784.47,,284683086.85,Utilities,WITHDRAWAL
2024-12-11,Professional Cleaning Service,TXN4000812,206850.31,,284476236.54,Maintenance,WITHDRAWAL
2024-12-13,Pathology Microscope,BAL4000813,2286191.59,,282190044.95,Equipment,WITHDRAWAL
2024-12-15,Surgical Equipment Rental,TXN4000814,489560.46,,281700484.49,Rent Expense,WITHDRAWAL
2024-12-20,Insufficient Fund Charge,TXN4000815,17794.52,,281682689.97,Bank Fees,WITHDRAWAL
2024-12-22,Information Technology,ACH4000816,723577.80,,280959112.17,Salary Expense,WITHDRAWAL
2024-12-23,Surgical Equipment Rental,CHK4000817,596517.92,,280362594.25,Rent Expense,WITHDRAWAL
2024-12-24,Reimbursement - Cigna PPO,DEP4000818,,346098.90,280708693.15,Insurance Revenue,DEPOSIT
2024-12-25,Reimbursement - Humana Plus,BAL4000819,,2007929.29,282716622.44,Insurance Revenue,DEPOSIT
2024-12-26,Security Incident Response,ACH4000820,313038.73,,282403583.71,Software Expense,WITHDRAWAL
2024-12-28,Medicare Part B Claim,CHK4000821,,2309609.08,284713192.79,Insurance Revenue,DEPOSIT
2024-12-30,Toxicology Screen,DEP4000822,,214965.16,284928157.95,Lab Revenue,DEPOSIT
2025-01-01,Medical Doctor Compensation,TXN4000823,864743.33,,284063414.62,Salary Expense,WITHDRAWAL
2025-01-04,Emergency Room Charges,WIR4000824,,663819.44,284727234.06,Patient Revenue,DEPOSIT
2025-01-05,Surgical Equipment Rental,DEP4000825,1115474.39,,283611759.67,Rent Expense,WITHDRAWAL
2025-01-06,Tissue Sample Analysis,ACH4000826,,119557.71,283731317.38,Lab Revenue,DEPOSIT
2025-01-08,Reimbursement - Cigna PPO,CHK4000827,,1927946.32,285659263.70,Insurance Revenue,DEPOSIT
2025-01-09,Medical Lab Technician,TXN4000828,808420.04,,284850843.66,Salary Expense,WITHDRAWAL
2025-01-11,Compressed Air Systems,DEP4000829,519909.01,,284330934.65,Utilities,WITHDRAWAL
2025-01-12,Clearinghouse Fee,WIR4000830,34064.83,,284296869.82,Bank Fees,WITHDRAWAL
2025-01-16,Dental Plan Reimbursement,TXN4000831,,1169518.52,285466388.34,Insurance Revenue,DEPOSIT
2025-01-18,Social Security Tax,CHK4000832,1086473.54,,284379914.80,Tax Payment,WITHDRAWAL
2025-01-21,Vaccination Administration,TXN4000833,,669086.40,285049001.20,Patient Revenue,DEPOSIT
2025-01-22,Specialty Drug Sales,BAL4000834,,488220.61,285537221.81,Pharmacy Revenue,DEPOSIT
2025-01-25,Physical Therapy Session,TXN4000835,,257427.27,285794649.08,Patient Revenue,DEPOSIT
2025-01-27,State Medicaid Program,EFT4000836,,3453978.85,289248627.93,Insurance Revenue,DEPOSIT
2025-01-29,Protective Gear and Clothing,EFT4000837,403027.51,,288845600.42,Medical Supplies,WITHDRAWAL
2025-01-30,Diagnostic Services,INV4000838,,55174.11,288900774.53,Patient Revenue,DEPOSIT
2025-01-31,Injectable Medication Sales,BAL4000839,,1333196.39,290233970.92,Pharmacy Revenue,DEPOSIT
2025-02-01,Payment Processing,DEP4000840,32943.95,,290201026.97,Bank Fees,WITHDRAWAL
2025-02-04,Information Technology,DEP4000841,1041240.74,,289159786.23,Salary Expense,WITHDRAWAL
2025-02-06,Information Technology,INV4000842,497656.54,,288662129.69,Salary Expense,WITHDRAWAL
2025-02-07,Diagnostic Services,WIR4000843,,493256.31,289155386.00,Patient Revenue,DEPOSIT
2025-02-08,Vaccination Administration,EFT4000844,,331961.28,289487347.28,Patient Revenue,DEPOSIT
2025-02-12,Reimbursement - Humana Plus,CHK4000845,,737034.14,290224381.42,Insurance Revenue,DEPOSIT
2025-02-14,Pathology Microscope,DEP4000846,3738749.68,,286485631.74,Equipment,WITHDRAWAL
2025-02-16,Controlled Substance Dispensing,TXN4000847,,685060.56,287170692.30,Pharmacy Revenue,DEPOSIT
2025-02-17,Behavioral Health Reimbursement,TXN4000848,,3146638.65,290317330.95,Insurance Revenue,DEPOSIT
2025-02-20,Behavioral Health Reimbursement,ACH4000849,,2080116.22,292397447.17,Insurance Revenue,DEPOSIT
2025-02-23,Controlled Substance Dispensing,WIR4000850,,1085745.60,293483192.77,Pharmacy Revenue,DEPOSIT
2025-02-25,Microsoft Enterprise,TXN4000851,181659.86,,293301532.91,Software Expense,WITHDRAWAL
2025-02-26,Reimbursement - Cigna PPO,TXN4000852,,426822.27,293728355.18,Insurance Revenue,DEPOSIT
2025-02-27,Respiratory Support,CHK4000853,681541.92,,293046813.26,Medical Supplies,WITHDRAWAL
2025-02-28,Reimbursement - Anthem Select,WIR4000854,,1149631.26,294196444.52,Insurance Revenue,DEPOSIT
2025-03-02,Advanced Ultrasound Machine,BAL4000855,1668563.01,,292527881.51,Equipment,WITHDRAWAL
2025-03-05,Environmental Services,ACH4000856,840427.80,,291687453.71,Salary Expense,WITHDRAWAL
2025-03-07,Heating and Cooling,REF4000857,479040.28,,291208413.43,Utilities,WITHDRAWAL
2025-03-08,Visiting Specialist Fees,BAL4000858,1019345.80,,290189067.63,Salary Expense,WITHDRAWAL
2025-03-09,Physical Therapy Session,TXN4000859,,285320.58,290474388.21,Patient Revenue,DEPOSIT
2025-03-11,Operating Room Bill,REF4000860,,26197.18,290500585.39,Patient Revenue,DEPOSIT
2025-03-14,Diagnostic Services,EFT4000861,,461534.82,290962120.21,Patient Revenue,DEPOSIT
2025-03-15,Quality Assurance Testing,DEP4000862,,557302.71,291519422.92,Lab Revenue,DEPOSIT
2025-03-19,Medical Oxygen Supply,REF4000863,404667.31,,291114755.61,Utilities,WITHDRAWAL
2025-03-20,Drape and Covering Supplies,INV4000864,380668.95,,290734086.66,Medical Supplies,WITHDRAWAL
2025-03-27,Virtual Care Platform,TXN4000865,385403.98,,290348682.68,Software Expense,WITHDRAWAL
2025-04-02,Patient Balance Settlement,TXN4000866,,471883.58,290820566.26,Patient Revenue,DEPOSIT
2025-04-03,Billing and Coding Staff,DEP4000867,610556.41,,290210009.85,Salary Expense,WITHDRAWAL
2025-04-05,Emergency Room Charges,REF4000868,,31487.37,290241497.22,Patient Revenue,DEPOSIT
2025-04-07,Information Technology,DEP4000869,862525.05,,289378972.17,Salary Expense,WITHDRAWAL
2025-04-09,Campus Security,BAL4000870,718099.14,,288660873.03,Salary Expense,WITHDRAWAL
2025-04-10,Patient Beds and Mattresses,BAL4000871,468061.98,,288192811.05,Medical Supplies,WITHDRAWAL
2025-04-11,Physical Therapy Session,REF4000872,,641265.59,288834076.64,Patient Revenue,DEPOSIT
2025-04-17,Advanced Genomic Testing,INV4000873,,1000294.23,289834370.87,Lab Revenue,DEPOSIT
2025-04-20,Administrative Personnel,EFT4000874,961880.13,,288872490.74,Salary Expense,WITHDRAWAL
2025-04-23,Mechanical Ventilator,WIR4000875,2067006.21,,286805484.53,Equipment,WITHDRAWAL
2025-04-27,Prescription Filling Revenue,ACH4000876,,373178.86,287178663.39,Pharmacy Revenue,DEPOSIT
2025-04-30,Diagnostic Services,BAL4000877,,362980.11,287541643.50,Patient Revenue,DEPOSIT
2025-05-08,Thyroid Function Panel,TXN4000878,,140031.16,287681674.66,Lab Revenue,DEPOSIT
2025-05-13,Electrical Wiring Upgrade,ACH4000879,465559.57,,287216115.09,Maintenance,WITHDRAWAL
2025-05-14,Consultation Fee,BAL4000880,,623204.95,287839320.04,Patient Revenue,DEPOSIT
2025-05-20,Vascular Access Equipment,ACH4000881,284098.98,,287555221.06,Medical Supplies,WITHDRAWAL
2025-05-21,Emergency Transport Lease,WIR4000882,738947.17,,286816273.89,Rent Expense,WITHDRAWAL
2025-05-23,Air Handling System Repair,ACH4000883,383208.69,,286433065.20,Maintenance,WITHDRAWAL
2025-05-24,Injectable Medication Sales,TXN4000884,,580223.63,287013288.83,Pharmacy Revenue,DEPOSIT
2025-05-26,International Wire Fee,CHK4000885,4658.49,,287008630.34,Bank Fees,WITHDRAWAL
2025-05-27,Fire Safety System,INV4000886,494260.26,,286514370.08,Maintenance,WITHDRAWAL
2025-06-02,Campus Security,WIR4000887,483025.42,,286031344.66,Salary Expense,WITHDRAWAL
2025-06-03,Environmental Services,CHK4000888,706917.15,,285324427.51,Salary Expense,WITHDRAWAL
2025-06-05,Clinical Fellow Stipend,INV4000889,641389.56,,284683037.95,Salary Expense,WITHDRAWAL
2025-06-06,Primary Facility Lease,WIR4000890,486187.71,,284196850.24,Rent Expense,WITHDRAWAL
2025-06-07,Imaging Center Payment,BAL4000891,,106644.09,284303494.33,Patient Revenue,DEPOSIT
2025-06-08,Operating Room Bill,DEP4000892,,213570.30,284517064.63,Patient Revenue,DEPOSIT
2025-06-09,Vascular Access Equipment,WIR4000893,915836.96,,283601227.67,Medical Supplies,WITHDRAWAL
2025-06-11,Vascular Access Equipment,CHK4000894,797509.27,,282803718.40,Medical Supplies,WITHDRAWAL
2025-06-12,Vaccination Administration,REF4000895,,465508.12,283269226.52,Patient Revenue,DEPOSIT
2025-06-15,Social Security Tax,TXN4000896,980775.05,,282288451.47,Tax Payment,WITHDRAWAL
2025-06-19,Nursing Staff Payroll,REF4000897,506926.42,,281781525.05,Salary Expense,WITHDRAWAL
2025-06-20,Dental Plan Reimbursement,EFT4000898,,1539507.38,283321032.43,Insurance Revenue,DEPOSIT
2025-06-21,Payment Processing,ACH4000899,32863.47,,283288168.96,Bank Fees,WITHDRAWAL
2025-06-22,Over-the-Counter Sales,INV4000900,,336143.02,283624311.98,Pharmacy Revenue,DEPOSIT
2025-06-23,Medical Doctor Compensation,WIR4000901,1353344.87,,282270967.11,Salary Expense,WITHDRAWAL
2025-06-27,Reimbursement - Blue Cross Blue Shield,EFT4000902,,1298296.25,283569263.36,Insurance Revenue,DEPOSIT
2025-06-29,Information Technology,DEP4000903,662872.38,,282906390.98,Salary Expense,WITHDRAWAL
2025-06-30,Campus Security,REF4000904,1541695.15,,281364695.83,Salary Expense,WITHDRAWAL
2025-07-01,Antibiotic Treatment,BAL4000905,,1206697.24,282571393.07,Pharmacy Revenue,DEPOSIT
2025-07-02,Resuscitation Equipment,WIR4000906,3375358.16,,279196034.91,Equipment,WITHDRAWAL
2025-07-03,Injectable Medication Sales,INV4000907,,408220.79,279604255.70,Pharmacy Revenue,DEPOSIT
2025-07-04,Social Security Tax,BAL4000908,428933.77,,279175321.93,Tax Payment,WITHDRAWAL
2025-07-06,Emergency Power,REF4000909,159456.45,,279015865.48,Utilities,WITHDRAWAL
2025-07-08,Behavioral Health Reimbursement,CHK4000910,,2498581.20,281514446.68,Insurance Revenue,DEPOSIT
2025-07-12,Diagnostic Services,TXN4000911,,130066.00,281644512.68,Patient Revenue,DEPOSIT
2025-07-13,Antivirus and Malware,WIR4000912,203144.53,,281441368.15,Software Expense,WITHDRAWAL
2025-07-14,Patient Balance Settlement,BAL4000913,,157565.09,281598933.24,Patient Revenue,DEPOSIT
2025-07-15,Patient Balance Settlement,INV4000914,,611665.25,282210598.49,Patient Revenue,DEPOSIT
2025-07-16,Drape and Covering Supplies,INV4000915,759951.74,,281450646.75,Medical Supplies,WITHDRAWAL
2025-07-17,Drug Administration Fee,BAL4000916,,274518.46,281725165.21,Patient Revenue,DEPOSIT
2025-07-18,Consultation Fee,BAL4000917,,291530.26,282016695.47,Patient Revenue,DEPOSIT
2025-07-19,Patient Beds and Mattresses,BAL4000918,1149669.56,,280867025.91,Medical Supplies,WITHDRAWAL
2025-07-21,Waste Disposal,WIR4000919,529932.48,,280337093.43,Utilities,WITHDRAWAL
2025-07-25,Patient Balance Settlement,INV4000920,,581756.23,280918849.66,Patient Revenue,DEPOSIT
2025-07-26,Advanced Genomic Testing,EFT4000921,,335077.44,281253927.10,Lab Revenue,DEPOSIT
2025-07-28,Comprehensive Metabolic Panel,ACH4000922,,855509.15,282109436.25,Lab Revenue,DEPOSIT
2025-07-30,Imaging Center Payment,BAL4000923,,236963.18,282346399.43,Patient Revenue,DEPOSIT
2025-07-31,Dental Plan Reimbursement,TXN4000924,,3413326.64,285759726.07,Insurance Revenue,DEPOSIT
2025-08-01,Behavioral Health Reimbursement,WIR4000925,,2615958.08,288375684.15,Insurance Revenue,DEPOSIT
2025-08-03,Urgent Care Visit,DEP4000926,,90066.03,288465750.18,Patient Revenue,DEPOSIT
2025-08-07,Thyroid Function Panel,DEP4000927,,510015.15,288975765.33,Lab Revenue,DEPOSIT
2025-08-10,Tissue Sample Analysis,ACH4000928,,565291.54,289541056.87,Lab Revenue,DEPOSIT
2025-08-13,Bedside Monitor System,WIR4000929,2863745.09,,286677311.78,Equipment,WITHDRAWAL
2025-08-17,Reimbursement - United Healthcare,TXN4000930,,620436.75,287297748.53,Insurance Revenue,DEPOSIT
2025-08-18,Network and Internet,TXN4000931,293084.51,,287004664.02,Utilities,WITHDRAWAL
2025-08-20,Reimbursement - Aetna Health,BAL4000932,,1113838.33,288118502.35,Insurance Revenue,DEPOSIT
2025-08-21,Medical Oxygen Supply,REF4000933,314734.89,,287803767.46,Utilities,WITHDRAWAL
2025-08-22,Consultation Fee,BAL4000934,,152691.40,287956458.86,Patient Revenue,DEPOSIT
2025-08-24,Specialty Drug Sales,CHK4000935,,879254.10,288835712.96,Pharmacy Revenue,DEPOSIT
2025-08-25,Toxicology Screen,TXN4000936,,830534.47,289666247.43,Lab Revenue,DEPOSIT
2025-08-29,Surgical Adhesives,REF4000937,948862.59,,288717384.84,Medical Supplies,WITHDRAWAL
2025-09-04,Environmental Services,DEP4000938,790915.02,,287926469.82,Salary Expense,WITHDRAWAL
2025-09-05,Diagnostic Services,EFT4000939,,46779.33,287973249.15,Patient Revenue,DEPOSIT
2025-09-08,Pharmaceutical Wholesale Markup,WIR4000940,,1152770.32,289126019.47,Pharmacy Revenue,DEPOSIT
2025-09-11,Physical Therapy Session,EFT4000941,,142290.19,289268309.66,Patient Revenue,DEPOSIT
2025-09-12,Physical Therapy Session,DEP4000942,,14369.04,289282678.70,Patient Revenue,DEPOSIT
2025-09-16,Reimbursement - United Healthcare,DEP4000943,,1130191.38,290412870.08,Insurance Revenue,DEPOSIT
2025-09-17,Consultation Fee,WIR4000944,,353288.98,290766159.06,Patient Revenue,DEPOSIT
2025-09-18,Operating Room Bill,CHK4000945,,499067.51,291265226.57,Patient Revenue,DEPOSIT
2025-09-19,Reimbursement - Blue Cross Blue Shield,INV4000946,,144456.77,291409683.34,Insurance Revenue,DEPOSIT
2025-09-21,Reimbursement - Blue Cross Blue Shield,EFT4000947,,172091.26,291581774.60,Insurance Revenue,DEPOSIT
2025-09-23,Electrical Power Supply,REF4000948,482538.81,,291099235.79,Utilities,WITHDRAWAL
2025-09-26,Vascular Access Equipment,BAL4000949,821223.14,,290278012.65,Medical Supplies,WITHDRAWAL
2025-09-27,Campus Security,TXN4000950,1286242.79,,288991769.86,Salary Expense,WITHDRAWAL
2025-09-28,Bedside Monitor System,BAL4000951,1447616.47,,287544153.39,Equipment,WITHDRAWAL
2025-09-29,Allergy Testing Panel,WIR4000952,,939953.98,288484107.37,Lab Revenue,DEPOSIT
2025-09-30,Bedside Monitor System,EFT4000953,2345181.62,,286138925.75,Equipment,WITHDRAWAL
2025-10-01,Drug Administration Fee,REF4000954,,196498.76,286335424.51,Patient Revenue,DEPOSIT
2025-10-05,Urgent Care Visit,CHK4000955,,486750.25,286822174.76,Patient Revenue,DEPOSIT
2025-10-06,Reimbursement - Aetna Health,INV4000956,,2670215.11,289492389.87,Insurance Revenue,DEPOSIT
2025-10-08,Visiting Specialist Fees,INV4000957,1115752.42,,288376637.45,Salary Expense,WITHDRAWAL
2025-10-12,Medical Image Archive,INV4000958,309458.31,,288067179.14,Software Expense,WITHDRAWAL
2025-10-13,Billing and Coding Staff,CHK4000959,700937.76,,287366241.38,Salary Expense,WITHDRAWAL
2025-10-15,Operating Room Bill,CHK4000960,,173858.20,287540099.58,Patient Revenue,DEPOSIT
2025-10-16,Clinical Fellow Stipend,INV4000961,480584.89,,287059514.69,Salary Expense,WITHDRAWAL
2025-10-17,Reimbursement - Blue Cross Blue Shield,REF4000962,,2296920.30,289356434.99,Insurance Revenue,DEPOSIT
2025-10-18,Emergency Power,EFT4000963,563240.01,,288793194.98,Utilities,WITHDRAWAL
2025-10-20,Reimbursement - Aetna Health,CHK4000964,,2501994.24,291295189.22,Insurance Revenue,DEPOSIT
2025-10-24,Visiting Specialist Fees,ACH4000965,723287.23,,290571901.99,Salary Expense,WITHDRAWAL
2025-10-25,Clinical Fellow Stipend,REF4000966,862071.55,,289709830.44,Salary Expense,WITHDRAWAL
2025-10-28,Behavioral Health Reimbursement,REF4000967,,2052276.65,291762107.09,Insurance Revenue,DEPOSIT
2025-10-30,Over-the-Counter Sales,CHK4000968,,1341396.89,293103503.98,Pharmacy Revenue,DEPOSIT
2025-11-01,Reimbursement - Humana Plus,BAL4000969,,1686415.00,294789918.98,Insurance Revenue,DEPOSIT
2025-11-02,Billing and Coding Staff,TXN4000970,742696.14,,294047222.84,Salary Expense,WITHDRAWAL
2025-11-04,Specialty Drug Sales,DEP4000971,,465827.59,294513050.43,Pharmacy Revenue,DEPOSIT
2025-11-05,Social Security Tax,TXN4000972,1322458.23,,293190592.20,Tax Payment,WITHDRAWAL
2025-11-06,Archive Storage Rental,REF4000973,1042883.56,,292147708.64,Rent Expense,WITHDRAWAL
2025-11-07,Environmental Services,TXN4000974,1194876.45,,290952832.19,Salary Expense,WITHDRAWAL
2025-11-12,Medicare Part B Claim,EFT4000975,,1137402.31,292090234.50,Insurance Revenue,DEPOSIT
2025-11-13,Reimbursement - United Healthcare,CHK4000976,,442190.49,292532424.99,Insurance Revenue,DEPOSIT
2025-11-16,Environmental Services,TXN4000977,936063.50,,291596361.49,Salary Expense,WITHDRAWAL
2025-11-17,Advanced Genomic Testing,ACH4000978,,318053.67,291914415.16,Lab Revenue,DEPOSIT
2025-11-20,Reimbursement - Aetna Health,BAL4000979,,1630327.05,293544742.21,Insurance Revenue,DEPOSIT
2025-11-21,Vaccination Administration,DEP4000980,,572485.25,294117227.46,Patient Revenue,DEPOSIT
2025-11-24,Patient Balance Settlement,WIR4000981,,302159.32,294419386.78,Patient Revenue,DEPOSIT
2025-11-25,Emergency Power,INV4000982,493660.50,,293925726.28,Utilities,WITHDRAWAL
2025-11-28,Drug Administration Fee,TXN4000983,,321073.88,294246800.16,Patient Revenue,DEPOSIT
2025-11-29,Patient Balance Settlement,WIR4000984,,433419.33,294680219.49,Patient Revenue,DEPOSIT
2025-12-07,Allergy Testing Panel,WIR4000985,,750885.28,295431104.77,Lab Revenue,DEPOSIT
2025-12-08,Visiting Specialist Fees,INV4000986,589572.14,,294841532.63,Salary Expense,WITHDRAWAL
2025-12-09,Protective Gear and Clothing,REF4000987,215949.24,,294625583.39,Medical Supplies,WITHDRAWAL
2025-12-10,Vaccination Administration,TXN4000988,,308860.05,294934443.44,Patient Revenue,DEPOSIT
2025-12-11,Surgical Instrument Packs,CHK4000989,454459.02,,294479984.42,Medical Supplies,WITHDRAWAL
2025-12-13,Drape and Covering Supplies,INV4000990,114990.06,,294364994.36,Medical Supplies,WITHDRAWAL
2025-12-14,Medical Lab Technician,EFT4000991,1432449.12,,292932545.24,Salary Expense,WITHDRAWAL
2025-12-15,Consultation Fee,EFT4000992,,22649.08,292955194.32,Patient Revenue,DEPOSIT
2025-12-18,Patient Balance Settlement,DEP4000993,,47747.16,293002941.48,Patient Revenue,DEPOSIT
2025-12-19,Consultation Fee,TXN4000994,,109065.53,293112007.01,Patient Revenue,DEPOSIT
2025-12-21,Nursing Staff Payroll,BAL4000995,788372.59,,292323634.42,Salary Expense,WITHDRAWAL
2025-12-23,Behavioral Health Reimbursement,INV4000996,,3453295.44,295776929.86,Insurance Revenue,DEPOSIT
2025-12-24,Dental Plan Reimbursement,CHK4000997,,3175891.23,298952821.09,Insurance Revenue,DEPOSIT
2025-12-27,Physical Therapy Session,REF4000998,,158379.91,299111201.00,Patient Revenue,DEPOSIT
2025-12-30,Reimbursement - Cigna PPO,BAL4000999,,945837.48,300057038.48,Insurance Revenue,DEPOSIT
